index,time
0.0,12.820157051086426
1.0,12.61803388595581
2.0,Found better solution: function_threshold:1619 trace_eagerness:200 threshold_ratio:0.6418 decay:40 disable_unrolling:210 max_retrace_guards:15 evaluated:1 fitness:12.618788
3.0,12.677024364471436
4.0,12.754470348358154
5.0,12.822887659072876
6.0,12.830137729644775
7.0,12.943835258483887
8.0,12.72532868385315
9.0,12.717663049697876
10.0,12.852325677871704
11.0,12.866596221923828
12.0,12.916935205459595
13.0,12.883226871490479
14.0,12.892658948898315
15.0,12.99124264717102
16.0,12.97044587135315
17.0,12.713122606277466
18.0,12.974431991577148
19.0,12.655876398086548
20.0,12.810113430023193
21.0,12.940840482711792
22.0,12.841522216796875
23.0,12.753071069717407
24.0,12.989365577697754
25.0,12.881015062332153
26.0,12.708099842071533
27.0,12.803642988204956
28.0,12.90553069114685
29.0,12.734600305557251
30.0,12.855698347091675
31.0,12.60533332824707
32.0,Found better solution: function_threshold:1619 trace_eagerness:190 threshold_ratio:0.5418 decay:20 disable_unrolling:210 max_retrace_guards:25 evaluated:1 fitness:12.606078
33.0,12.651017189025879
34.0,12.870261907577515
35.0,12.834213256835938
36.0,12.675145149230957
37.0,12.833353757858276
38.0,12.833974838256836
39.0,12.708031177520752
40.0,12.725778102874756
41.0,12.691134452819824
42.0,12.844033479690552
43.0,12.7393319606781
44.0,12.669280529022217
45.0,12.684552907943726
46.0,12.780802726745605
47.0,12.879560708999634
48.0,12.796486616134644
49.0,12.884753227233887
50.0,12.946244955062866
51.0,12.883561134338379
52.0,12.956123352050781
53.0,13.04264783859253
54.0,12.721283912658691
55.0,13.137338638305664
56.0,12.862971782684326
57.0,12.811627388000488
58.0,12.671186923980713
59.0,12.631932020187378
60.0,12.637449741363525
61.0,12.796074390411377
62.0,12.895713567733765
63.0,12.730440378189087
64.0,12.8275465965271
65.0,12.881500244140625
66.0,12.688644647598267
67.0,12.80710482597351
68.0,12.805550813674927
69.0,12.798987865447998
70.0,12.798224210739136
71.0,12.667156457901001
72.0,12.724554300308228
73.0,12.79921293258667
74.0,12.803309679031372
75.0,12.80845332145691
76.0,12.913645505905151
77.0,12.714540958404541
78.0,13.0000901222229
79.0,12.721776247024536
80.0,12.872745037078857
81.0,12.986687898635864
82.0,12.994204044342041
83.0,12.626559495925903
84.0,12.788367509841919
85.0,12.837013959884644
86.0,12.915038585662842
87.0,12.74901819229126
88.0,12.921982288360596
89.0,12.751309394836426
90.0,12.888716697692871
91.0,12.7291579246521
92.0,13.056589365005493
93.0,12.956068754196167
94.0,12.672936916351318
95.0,12.866174459457397
96.0,12.97294306755066
97.0,13.505043506622314
98.0,12.862503290176392
99.0,12.84621524810791
,12.65608024597168
,12.64578914642334
