index,time
0,20.746415853500366
1,45.1011848449707
2,40.6966986656189
3,101.4973690509796
4,108.94618606567384
5,101.12715291976929
6,26.01420426368713
7,22.10914802551269
8,97.90329670906068
9,27.95777702331543
10,93.3908190727234
11,90.4016375541687
12,20.889716625213627
13,106.95358228683472
14,47.350998640060425
15,100.70202445983887
16,43.90429162979126
17,22.208872318267822
18,21.12881875038147
19,94.54313349723816
20,22.452495098114014
21,21.205050468444824
22,22.02070426940918
23,27.325545072555546
24,24.347949028015137
25,40.494200944900506
26,23.736196756362915
27,20.610030651092533
28,22.27152156829834
29,26.75340056419373
30,20.24504446983337
31,22.106751203536987
32,20.453179836273197
33,20.739617824554447
34,21.018529891967773
35,21.10045075416565
36,20.852881908416744
37,21.861087799072266
38,47.47033953666687
39,21.619548082351685
40,44.74230074882507
41,37.50564455986022
42,20.756916522979733
43,38.904246091842644
44,20.78458642959595
45,21.044406414031986
46,21.778647899627686
47,20.050295352935787
48,25.77353572845459
49,20.73744297027588
50,20.70161247253418
51,20.25968408584595
52,19.738572835922238
53,24.04088068008423
54,20.565469264984127
55,26.399138927459717
56,21.02441358566284
57,21.237493753433228
58,20.766272068023678
59,21.5096755027771
60,21.106153011322018
61,29.65415334701538
62,19.984957456588745
63,37.017709255218506
64,21.03515958786011
65,21.757675409317017
66,20.82315826416016
67,19.63366675376892
68,20.59792160987854
69,41.928866147995
70,21.124851942062374
71,20.62458157539368
72,26.667827129364014
73,20.403716802597046
74,20.51261019706726
75,20.873323678970337
76,25.594163656234738
77,19.810795783996586
78,24.90575909614563
79,19.782213687896732
80,19.851365327835087
81,19.8757905960083
82,19.567641258239746
83,19.664046764373783
84,20.223849534988407
85,19.82495093345642
86,19.8478844165802
87,20.022759675979614
88,19.718547821044922
89,19.86825156211853
90,19.992661476135254
91,19.784901142120358
92,19.677077770233158
93,19.80713653564453
94,19.62864661216736
95,19.723204374313354
96,20.15714168548584
97,19.629210710525516
98,19.921414375305176
99,19.76167869567871
